,BUILT_FORM,TOTAL_FLOOR_AREA,FLOOR_HEIGHT,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,WINDOWS_DESCRIPTION,WALLS_DESCRIPTION,ROOF_DESCRIPTION,NUMBER_HEATED_ROOMS,NUMBER_OPEN_FIREPLACES,MULTI_GLAZE_PROPORTION,MAINHEAT_DESCRIPTION
363,4,93.8,2.54,3,5.0,0,1,6,5.0,0.0,100.0,21
364,5,110.2,2.41,3,7.0,0,1,4,7.0,0.0,100.0,7
365,3,59.0,2.3,3,4.0,0,0,4,4.0,0.0,100.0,7
366,0,144.8,2.7,3,7.0,0,16,13,7.0,1.0,100.0,7
367,0,175.5,2.3,3,7.0,0,0,6,7.0,0.0,100.0,7
368,0,99.6,2.44,3,9.0,0,3,20,9.0,1.0,100.0,7
369,3,97.25,2.42,3,5.0,3,3,3,5.0,0.0,90.0,7
370,0,74.75,2.32,3,5.0,0,0,4,5.0,0.0,100.0,7
371,5,38.4,2.33,3,2.0,0,3,14,2.0,0.0,100.0,7
372,5,82.6,3.1,3,3.0,3,16,3,3.0,0.0,50.0,7
373,3,72.6,2.47,3,3.0,0,0,8,3.0,0.0,100.0,7
374,1,39.25,2.35,1,2.0,4,0,4,2.0,0.0,0.0,21
375,5,64.75,2.43,3,4.0,0,0,15,4.0,0.0,100.0,7
376,5,180.9,2.9,3,7.0,3,16,18,7.0,2.0,8.0,7
377,0,125.94,2.37,3,5.0,0,0,4,5.0,1.0,100.0,7
378,1,64.0,2.5,3,4.0,0,0,8,4.0,0.0,100.0,7
379,5,69.7,2.4,3,4.0,0,0,6,4.0,0.0,100.0,7
380,5,58.6,2.4,3,4.0,0,0,14,4.0,0.0,100.0,7
381,3,73.4,2.3,3,4.0,0,3,6,4.0,0.0,100.0,7
382,5,95.94,2.59,3,5.0,0,3,7,5.0,1.0,100.0,7
383,5,116.6,2.43,3,4.0,0,1,13,4.0,1.0,100.0,7
384,4,68.7,2.44,3,4.0,0,1,4,4.0,0.0,100.0,7
385,3,72.2,2.34,3,3.0,0,0,6,3.0,0.0,100.0,7
386,4,70.75,2.85,3,4.0,3,16,14,4.0,0.0,53.0,7
387,3,63.25,2.38,3,4.0,0,3,8,4.0,0.0,100.0,7
388,5,82.9,2.4,3,6.0,0,3,8,6.0,0.0,100.0,7
389,0,103.2,2.4,3,4.0,0,1,4,4.0,0.0,100.0,7
390,4,66.44,2.4,3,4.0,0,1,4,4.0,0.0,100.0,7
391,5,100.56,2.62,3,5.0,0,16,7,5.0,0.0,100.0,8
392,5,67.2,2.6,3,4.0,0,20,8,4.0,0.0,100.0,7
393,0,105.3,2.32,3,6.0,0,0,13,6.0,0.0,100.0,7
394,5,85.5,2.45,3,4.0,2,3,4,4.0,1.0,95.0,7
395,4,77.3,2.3,3,4.0,3,3,6,4.0,0.0,40.0,7
396,0,132.9,2.3,3,7.0,0,0,4,7.0,0.0,100.0,7
397,0,124.4,2.4,3,6.0,0,3,8,6.0,1.0,100.0,7
398,5,52.2,2.31,3,4.0,0,0,6,4.0,1.0,100.0,7
399,0,225.2,2.58,3,11.0,0,19,19,11.0,1.0,100.0,7
400,5,99.75,2.35,3,5.0,0,3,8,5.0,0.0,100.0,7
401,5,69.2,2.43,3,5.0,0,3,3,5.0,0.0,100.0,7
402,4,74.9,2.8,3,4.0,0,5,7,4.0,0.0,100.0,7
403,0,122.4,2.33,3,4.0,0,0,15,4.0,0.0,100.0,8
404,3,82.25,2.56,3,8.0,0,1,19,8.0,0.0,100.0,7
405,5,79.1,2.27,3,4.0,0,0,4,4.0,1.0,100.0,7
406,3,54.97,2.4,1,3.0,0,0,7,3.0,0.0,100.0,7
407,5,91.8,2.4,3,5.0,0,1,7,5.0,1.0,100.0,7
408,3,137.2,2.53,3,7.0,4,16,3,7.0,1.0,0.0,7
409,4,70.06,2.26,3,5.0,0,1,17,5.0,0.0,100.0,7
410,4,56.16,2.8,3,5.0,3,16,3,5.0,0.0,95.0,7
411,0,100.25,2.31,3,7.0,0,3,6,7.0,1.0,100.0,7
412,0,143.4,2.34,3,6.0,0,3,13,6.0,2.0,100.0,7
413,5,77.2,2.31,3,5.0,0,1,4,5.0,0.0,100.0,21
414,5,113.44,2.58,3,5.0,0,3,7,2.0,2.0,100.0,21
415,5,76.44,2.58,3,4.0,0,3,4,4.0,0.0,100.0,7
416,5,70.6,2.44,3,4.0,0,16,4,4.0,0.0,100.0,7
417,5,106.75,2.57,3,5.0,0,16,14,5.0,0.0,100.0,7
418,4,71.75,2.44,3,4.0,0,23,8,4.0,0.0,100.0,7
419,4,92.94,2.63,3,6.0,0,16,13,6.0,0.0,100.0,7
420,4,76.25,2.42,3,6.0,2,1,4,6.0,1.0,95.0,7
421,5,58.2,2.5,3,3.0,0,16,7,3.0,0.0,100.0,7
422,5,88.8,2.3,3,4.0,0,0,11,4.0,0.0,100.0,1
423,3,102.1,2.39,3,5.0,2,16,4,5.0,0.0,95.0,7
424,4,79.1,2.34,3,4.0,0,16,6,4.0,1.0,100.0,7
425,3,97.1,2.4,3,5.0,0,16,7,5.0,0.0,100.0,7
426,4,53.88,2.53,3,4.0,0,16,21,4.0,0.0,100.0,7
427,4,51.6,2.35,3,3.0,0,0,7,3.0,0.0,100.0,21
428,5,76.25,2.44,3,4.0,0,21,4,4.0,0.0,100.0,7
429,4,79.9,2.4,3,5.0,0,3,4,4.0,0.0,100.0,7
430,1,85.6,2.7,3,3.0,0,8,4,3.0,0.0,100.0,7
431,3,94.2,2.4,3,5.0,0,3,7,5.0,0.0,100.0,7
432,5,68.8,2.59,3,5.0,0,3,6,5.0,0.0,100.0,7
433,4,112.4,2.41,3,4.0,3,1,2,4.0,0.0,50.0,7
434,5,92.56,2.46,3,6.0,0,16,4,6.0,0.0,100.0,7
435,0,108.0,2.37,3,6.0,0,0,13,6.0,0.0,100.0,7
436,4,99.56,2.7,3,6.0,0,16,13,6.0,0.0,100.0,7
437,3,140.2,2.6,3,7.0,0,16,19,7.0,2.0,100.0,7
438,4,108.06,2.62,3,6.0,0,16,3,6.0,0.0,100.0,7
439,0,260.5,2.5,3,9.0,0,1,2,9.0,2.0,100.0,7
440,4,62.75,2.32,3,3.0,0,0,8,3.0,0.0,100.0,7
441,5,85.5,2.48,3,5.0,0,1,6,5.0,0.0,100.0,7
442,3,78.9,2.32,3,5.0,0,3,8,5.0,2.0,100.0,7
443,0,77.56,2.32,3,4.0,0,1,13,4.0,0.0,100.0,7
444,4,105.8,2.3,3,5.0,0,21,2,5.0,0.0,100.0,7
445,5,120.8,2.5,3,5.0,0,1,3,5.0,0.0,100.0,7
446,5,157.2,2.9,3,6.0,3,16,4,6.0,1.0,95.0,7
447,5,79.2,2.44,3,4.0,0,3,14,4.0,0.0,100.0,7
448,5,87.5,2.45,3,4.0,0,1,13,4.0,0.0,100.0,7
449,4,74.2,2.43,3,4.0,0,3,11,4.0,0.0,100.0,7
450,5,64.8,2.35,3,4.0,0,0,4,4.0,0.0,100.0,7
451,4,85.94,2.34,3,4.0,0,2,4,4.0,0.0,100.0,7
452,4,86.2,2.4,3,5.0,0,27,7,5.0,0.0,100.0,35
453,4,78.94,2.36,3,4.0,0,0,8,4.0,0.0,100.0,7
454,3,119.8,2.34,3,6.0,0,0,8,6.0,0.0,100.0,7
455,3,86.44,2.6,3,4.0,2,16,6,4.0,0.0,90.0,7
456,5,153.8,2.9,3,7.0,3,16,4,7.0,2.0,42.0,7
457,4,78.9,2.42,3,5.0,0,3,13,5.0,0.0,100.0,7
458,4,65.2,2.35,3,3.0,0,0,4,3.0,0.0,100.0,7
459,4,90.5,2.4,3,3.0,0,12,7,3.0,0.0,100.0,7
460,3,78.8,2.42,3,4.0,0,3,7,4.0,0.0,100.0,7
461,5,110.7,2.91,3,5.0,4,0,14,5.0,0.0,0.0,7
462,4,89.6,2.646,3,4.0,3,16,13,4.0,0.0,80.0,7
463,5,79.56,2.35,3,5.0,0,1,9,5.0,0.0,100.0,7
464,5,96.7,2.32,3,5.0,0,0,8,5.0,0.0,100.0,7
465,3,81.9,2.3,1,5.0,0,21,2,5.0,0.0,100.0,7
466,5,87.94,2.4,3,7.0,0,1,14,7.0,0.0,100.0,7
467,4,66.8,2.73,3,5.0,0,16,3,5.0,0.0,100.0,7
468,3,74.3,2.31,3,4.0,0,21,4,4.0,0.0,100.0,7
469,4,85.6,2.33,3,5.0,0,3,8,5.0,0.0,100.0,7
470,0,147.5,2.34,3,5.0,0,1,11,5.0,1.0,100.0,7
471,0,100.6,2.4,3,5.0,3,1,4,5.0,0.0,80.0,7
472,2,52.12,2.42,3,3.0,0,1,17,3.0,0.0,100.0,7
473,0,108.06,2.4,3,5.0,0,0,6,5.0,0.0,100.0,7
474,4,100.44,2.88,3,8.0,0,16,8,8.0,1.0,100.0,7
475,4,73.8,2.59,3,5.0,0,3,8,5.0,0.0,100.0,7
476,5,127.4,2.42,3,5.0,0,1,2,5.0,1.0,100.0,7
477,3,119.75,2.91,3,8.0,0,16,3,8.0,0.0,100.0,7
478,1,39.6,2.3,3,2.0,0,20,15,2.0,0.0,100.0,15
479,4,145.2,2.8,3,7.0,0,16,11,7.0,0.0,100.0,7
480,5,73.56,2.36,3,4.0,0,3,14,4.0,0.0,100.0,7
481,0,127.1,2.45,3,8.0,0,3,4,8.0,0.0,100.0,7
482,4,76.94,2.47,3,4.0,0,1,4,4.0,3.0,100.0,7
483,3,87.0,2.4,3,4.0,0,16,8,4.0,0.0,100.0,7
484,4,75.75,2.35,3,4.0,0,16,4,4.0,0.0,100.0,7
485,3,93.25,2.44,3,5.0,0,1,14,5.0,0.0,100.0,7
486,5,83.94,2.42,3,5.0,0,1,14,5.0,0.0,100.0,7
487,3,54.47,2.5,1,3.0,0,0,4,3.0,0.0,100.0,21
488,4,78.0,2.4,3,4.0,0,3,7,4.0,0.0,100.0,7
489,4,57.6,2.3,3,4.0,0,0,14,4.0,0.0,100.0,30
490,4,78.94,2.3,3,4.0,0,0,15,4.0,0.0,100.0,1
491,3,78.0,2.42,3,5.0,0,21,7,5.0,0.0,100.0,7
492,4,129.6,2.39,3,5.0,0,0,6,5.0,0.0,100.0,13
493,4,60.0,2.4,3,3.0,0,3,4,3.0,0.0,100.0,7
494,4,111.0,2.6,3,3.0,3,16,3,3.0,4.0,80.0,7
495,5,86.0,2.4,3,5.0,0,3,7,5.0,0.0,100.0,7
496,4,94.4,2.7,3,5.0,4,16,14,5.0,0.0,0.0,7
497,4,56.38,2.37,3,4.0,0,0,7,4.0,0.0,100.0,7
498,4,67.0,2.5,3,4.0,0,1,4,4.0,0.0,100.0,7
499,3,73.44,2.44,3,3.0,0,0,6,3.0,0.0,100.0,7
500,5,89.8,2.4,3,5.0,0,1,4,5.0,0.0,100.0,7
501,4,112.4,2.66,3,5.0,4,1,3,5.0,0.0,0.0,7
502,5,84.4,2.4,3,5.0,0,1,8,5.0,0.0,100.0,7
503,4,71.8,2.4,3,4.0,0,1,8,4.0,0.0,100.0,7
504,5,72.25,2.4,3,4.0,0,1,7,4.0,0.0,100.0,7
505,4,72.9,2.6,3,5.0,4,1,0,5.0,0.0,0.0,7
506,4,74.5,2.56,3,4.0,3,16,6,4.0,4.0,54.0,7
507,5,76.9,2.48,3,4.0,0,3,0,4.0,0.0,100.0,7
508,5,95.5,2.44,3,6.0,0,3,7,6.0,0.0,100.0,7
509,4,111.2,2.4,3,6.0,0,16,9,6.0,0.0,100.0,7
510,4,96.1,2.58,3,4.0,3,16,3,4.0,0.0,85.0,7
511,0,92.06,2.45,3,5.0,0,3,2,5.0,0.0,100.0,7
512,3,137.8,2.65,3,8.0,0,0,15,8.0,0.0,100.0,7
513,4,144.6,2.44,3,6.0,0,0,7,6.0,0.0,100.0,7
514,4,107.9,2.46,3,5.0,0,1,4,5.0,0.0,100.0,7
515,3,68.2,2.44,3,4.0,0,21,8,4.0,0.0,100.0,7
516,5,83.8,2.3,3,4.0,0,21,8,4.0,0.0,100.0,30
517,5,111.2,2.4,3,5.0,0,1,2,5.0,0.0,100.0,7
518,5,85.1,2.5,3,5.0,0,3,7,5.0,0.0,100.0,7
519,3,72.6,2.45,3,3.0,0,1,3,3.0,0.0,100.0,7
520,0,67.7,2.3,3,5.0,0,0,4,5.0,0.0,100.0,7
521,0,193.6,4.25,1,9.0,0,7,15,9.0,0.0,100.0,8
522,5,91.2,2.4,3,5.0,0,3,13,5.0,0.0,100.0,7
523,0,121.06,2.31,3,7.0,0,1,6,7.0,0.0,100.0,7
524,0,95.2,2.3,3,6.0,0,0,6,6.0,0.0,100.0,7
525,4,93.7,2.4,3,4.0,0,0,4,4.0,0.0,100.0,7
526,4,74.0,2.38,3,6.0,2,1,11,3.0,0.0,80.0,7
527,5,69.0,2.38,3,3.0,0,25,14,3.0,0.0,100.0,7
528,4,61.0,2.7,3,3.0,0,3,15,3.0,0.0,100.0,7
529,5,75.9,2.3,3,4.0,0,1,4,4.0,0.0,100.0,7
530,3,52.38,2.33,3,4.0,0,0,13,2.0,0.0,100.0,21
531,5,84.5,2.4,3,5.0,0,23,6,5.0,0.0,100.0,7
532,4,47.44,2.44,3,5.0,4,8,4,5.0,0.0,0.0,7
533,4,84.2,2.3,3,5.0,0,3,7,5.0,0.0,100.0,7
534,4,76.44,2.3,3,5.0,0,0,6,5.0,0.0,100.0,21
535,5,123.7,2.4,3,7.0,0,3,17,7.0,0.0,100.0,7
536,4,90.06,2.31,3,4.0,4,3,4,4.0,0.0,0.0,7
537,4,107.25,1.98,3,6.0,0,16,7,6.0,1.0,100.0,7
538,4,67.5,2.62,3,3.0,3,16,4,3.0,0.0,20.0,7
539,5,81.4,2.34,3,4.0,0,3,4,4.0,0.0,100.0,7
540,4,81.2,2.55,3,4.0,3,16,6,4.0,0.0,65.0,7
541,3,67.25,2.3,3,3.0,0,1,4,3.0,0.0,100.0,7
542,0,226.8,2.38,3,9.0,0,1,6,9.0,0.0,100.0,7
543,0,78.8,2.3,3,6.0,0,2,4,6.0,0.0,100.0,7
544,0,94.1,2.31,3,5.0,0,0,7,5.0,0.0,100.0,7
545,5,104.4,2.34,3,6.0,0,0,15,6.0,0.0,100.0,7
546,0,218.8,2.44,3,9.0,0,0,19,9.0,1.0,100.0,7
547,5,112.2,2.45,3,4.0,0,1,7,4.0,0.0,100.0,7
548,5,139.4,2.75,3,8.0,3,16,3,8.0,1.0,50.0,7
549,4,63.4,2.68,3,4.0,0,0,15,4.0,0.0,100.0,7
550,5,74.9,2.45,3,5.0,0,1,4,5.0,0.0,100.0,7
551,4,93.0,2.3,3,4.0,0,21,2,4.0,0.0,100.0,7
552,4,51.4,2.27,3,2.0,0,0,6,2.0,0.0,100.0,7
553,5,57.88,2.5,3,3.0,0,3,8,3.0,0.0,100.0,7
554,3,72.94,2.45,3,3.0,0,3,8,3.0,0.0,100.0,7
555,5,67.56,2.22,3,4.0,0,0,6,4.0,0.0,100.0,7
556,3,50.88,2.37,3,2.0,4,3,14,2.0,0.0,0.0,7
557,3,133.0,2.2,3,7.0,3,16,3,5.0,2.0,60.0,7
558,3,119.56,2.5,3,8.0,0,1,8,8.0,0.0,100.0,7
559,5,85.2,2.3,3,5.0,0,3,4,5.0,0.0,100.0,7
560,0,138.1,2.28,3,4.0,0,0,7,4.0,0.0,100.0,7
561,5,93.9,2.31,3,5.0,0,1,5,5.0,0.0,100.0,7
562,4,120.4,2.4,3,6.0,0,0,1,6.0,0.0,100.0,7
563,5,81.2,2.3,3,5.0,0,3,13,5.0,0.0,100.0,7
564,5,82.0,2.4,3,5.0,0,23,14,5.0,0.0,100.0,7
565,5,98.8,2.37,3,5.0,2,1,17,5.0,0.0,90.0,7
566,5,76.8,2.35,3,4.0,0,0,7,4.0,0.0,100.0,7
567,1,43.0,2.3,3,2.0,0,0,4,2.0,0.0,100.0,7
568,0,152.9,2.4,3,8.0,0,25,8,8.0,1.0,100.0,8
569,5,92.5,2.46,3,5.0,0,3,4,5.0,0.0,100.0,7
570,4,86.0,2.26,3,5.0,0,0,4,5.0,0.0,100.0,7
571,5,73.25,2.45,3,4.0,0,3,8,4.0,0.0,100.0,7
572,0,142.5,2.3,3,7.0,0,0,6,7.0,0.0,100.0,7
573,5,53.22,2.44,3,4.0,3,1,4,4.0,0.0,60.0,7
574,5,90.44,2.43,3,5.0,0,1,4,5.0,0.0,100.0,7
575,0,115.06,2.3,3,5.0,0,0,1,5.0,0.0,100.0,21
576,3,96.0,2.7,3,5.0,0,1,3,5.0,0.0,100.0,7
577,4,57.3,2.31,3,3.0,0,0,6,3.0,0.0,100.0,7
578,4,59.16,2.5,3,3.0,0,16,14,3.0,0.0,100.0,7
579,5,94.5,2.29,3,5.0,0,3,4,4.0,0.0,100.0,21
580,5,94.4,2.5,3,5.0,2,16,7,5.0,0.0,95.0,7
581,5,97.2,2.43,3,5.0,0,3,8,5.0,0.0,100.0,7
582,0,138.4,2.5,3,5.0,0,3,4,5.0,0.0,100.0,7
583,5,96.3,2.4,3,6.0,0,0,15,6.0,0.0,100.0,7
584,5,109.4,2.4,3,6.0,0,26,4,6.0,1.0,100.0,8
585,0,107.9,2.3,3,6.0,0,0,6,6.0,0.0,100.0,7
586,4,109.0,2.3,3,6.0,3,1,13,6.0,0.0,20.0,35
587,4,102.25,2.36,3,4.0,0,0,7,4.0,0.0,100.0,7
588,3,82.25,2.42,3,4.0,0,16,6,4.0,0.0,100.0,7
589,0,70.2,2.5,3,5.0,0,1,20,5.0,0.0,100.0,7
590,0,100.8,2.4,3,6.0,0,1,14,6.0,0.0,100.0,7
591,0,134.5,2.54,3,5.0,0,0,15,5.0,0.0,100.0,7
592,4,56.06,2.34,3,3.0,0,3,8,3.0,0.0,100.0,7
593,1,21.78,2.32,3,2.0,0,0,4,2.0,0.0,100.0,7
594,4,54.62,2.37,3,3.0,0,3,13,3.0,0.0,100.0,7
595,4,93.3,2.4,3,6.0,2,1,3,5.0,0.0,90.0,7
596,0,190.8,2.4,3,6.0,0,0,15,6.0,1.0,100.0,7
597,5,96.94,2.82,3,5.0,0,3,6,5.0,0.0,100.0,7
598,4,62.1,2.3,3,4.0,0,16,3,4.0,1.0,100.0,7
599,3,68.94,2.92,1,4.0,0,16,7,4.0,1.0,100.0,7
600,5,88.0,2.36,3,5.0,0,3,8,5.0,0.0,100.0,7
601,0,127.75,2.65,3,7.0,0,0,8,7.0,0.0,100.0,7
602,5,80.4,2.44,3,4.0,0,3,7,4.0,0.0,100.0,7
603,5,80.56,2.39,3,5.0,0,0,4,3.0,0.0,100.0,7
604,0,169.0,2.18,3,7.0,0,0,6,7.0,1.0,100.0,8
605,5,86.0,2.39,3,4.0,0,3,11,4.0,0.0,100.0,7
606,5,109.0,2.35,3,5.0,0,3,4,5.0,0.0,100.0,7
607,3,108.5,2.47,3,5.0,0,3,3,5.0,1.0,100.0,7
608,5,162.5,2.34,3,6.0,0,0,8,6.0,0.0,100.0,7
609,4,99.75,2.65,3,4.0,0,8,8,4.0,0.0,100.0,7
610,5,80.75,2.37,3,4.0,0,0,8,4.0,0.0,100.0,21
611,0,130.8,2.4,3,7.0,0,0,8,7.0,0.0,100.0,7
612,5,87.4,2.7,3,5.0,0,3,3,5.0,0.0,100.0,7
613,0,164.6,2.36,3,8.0,0,0,14,8.0,0.0,100.0,7
614,3,82.75,2.55,3,6.0,0,16,21,6.0,0.0,100.0,7
615,3,88.8,2.32,3,4.0,0,0,7,4.0,0.0,100.0,7
616,0,153.4,2.4,3,7.0,0,0,15,7.0,0.0,100.0,7
617,3,70.9,2.26,3,6.0,0,21,4,4.0,1.0,100.0,7
618,5,68.1,2.43,3,4.0,0,1,8,4.0,0.0,100.0,7
619,4,86.56,2.37,3,5.0,4,3,7,5.0,0.0,0.0,7
620,4,72.9,2.4,3,4.0,0,16,13,4.0,0.0,100.0,7
621,4,84.44,2.46,3,4.0,0,3,6,4.0,0.0,100.0,7
622,5,87.0,2.41,3,5.0,0,0,7,5.0,0.0,100.0,7
623,5,69.06,2.41,3,4.0,2,16,4,4.0,0.0,95.0,7
624,0,142.4,2.29,3,5.0,0,25,4,5.0,0.0,100.0,21
625,4,85.3,2.3,3,4.0,0,3,7,4.0,0.0,100.0,7
626,5,78.8,2.47,3,4.0,0,4,7,4.0,0.0,100.0,7
627,4,119.7,2.32,3,5.0,0,26,14,5.0,0.0,100.0,7
628,0,94.56,2.48,3,7.0,0,3,18,6.0,0.0,100.0,7
629,5,54.0,2.36,3,4.0,4,0,14,4.0,0.0,0.0,7
630,5,94.0,2.45,3,4.0,0,1,4,4.0,0.0,100.0,7
631,4,92.06,2.3,3,4.0,4,2,6,4.0,0.0,0.0,7
632,3,77.44,2.43,3,5.0,0,0,19,5.0,0.0,100.0,7
633,4,61.44,2.11,3,3.0,4,16,3,3.0,0.0,0.0,7
634,0,82.1,2.4,3,4.0,0,0,6,4.0,0.0,100.0,7
635,5,82.06,2.53,3,4.0,3,1,8,4.0,0.0,90.0,7
636,4,120.0,2.5,3,5.0,0,2,2,5.0,0.0,100.0,7
637,4,91.25,2.8,3,5.0,0,16,19,5.0,1.0,100.0,7
638,5,84.75,2.45,3,4.0,0,3,6,3.0,0.0,100.0,7
639,4,132.1,3.0,3,7.0,0,16,3,7.0,0.0,100.0,7
640,0,90.25,2.4,3,4.0,0,0,7,4.0,0.0,100.0,7
641,5,89.3,2.44,3,5.0,0,23,7,5.0,0.0,100.0,7
642,5,133.2,2.46,3,5.0,0,11,15,5.0,0.0,100.0,1
643,5,79.7,2.4,3,5.0,0,16,4,5.0,1.0,100.0,7
644,0,182.2,2.5,3,8.0,3,3,4,8.0,2.0,35.0,7
645,3,71.6,2.28,3,4.0,0,0,4,4.0,0.0,100.0,7
646,0,244.9,3.0,3,8.0,0,16,14,8.0,2.0,100.0,7
647,0,73.06,2.39,3,4.0,0,0,4,4.0,0.0,100.0,7
648,5,37.6,2.36,3,2.0,0,2,4,2.0,0.0,100.0,7
649,5,80.4,2.45,3,5.0,0,2,7,5.0,0.0,100.0,7
650,0,108.4,2.41,3,6.0,0,25,15,6.0,0.0,100.0,7
651,0,225.4,2.26,3,9.0,4,0,14,6.0,1.0,0.0,7
652,5,129.8,2.35,3,7.0,0,1,6,7.0,0.0,100.0,8
653,5,62.8,2.29,3,4.0,0,1,14,3.0,0.0,100.0,7
654,4,82.2,2.42,3,5.0,0,1,6,5.0,0.0,100.0,7
655,3,70.6,2.3,3,3.0,0,1,6,3.0,0.0,100.0,7
656,1,48.1,2.38,3,2.0,0,0,14,2.0,0.0,100.0,7
657,0,121.44,2.29,3,6.0,0,3,4,6.0,0.0,100.0,7
658,0,176.4,2.4,3,6.0,0,0,15,6.0,0.0,100.0,7
659,3,89.94,2.67,3,5.0,0,16,6,5.0,0.0,100.0,7
660,4,70.5,2.7,3,3.0,0,16,6,3.0,0.0,100.0,7
661,3,69.25,2.3,3,5.0,0,2,14,5.0,0.0,100.0,7
662,5,83.6,2.43,3,4.0,0,16,13,4.0,0.0,100.0,7
663,3,103.94,2.44,3,6.0,0,3,4,6.0,0.0,100.0,7
664,0,156.0,1.8,1,7.0,0,27,4,7.0,0.0,100.0,7
665,4,65.25,2.69,3,3.0,0,12,3,3.0,0.0,100.0,7
666,5,85.6,2.3,3,4.0,0,3,6,4.0,1.0,100.0,7
667,3,79.4,2.4,3,3.0,0,0,14,3.0,0.0,100.0,21
668,5,119.4,2.5,3,6.0,0,0,4,6.0,0.0,100.0,7
669,5,119.3,2.43,3,7.0,0,1,7,7.0,0.0,100.0,7
670,4,92.25,3.1,3,5.0,0,1,4,5.0,0.0,100.0,7
671,0,166.8,2.4,3,7.0,0,25,7,7.0,0.0,100.0,7
672,0,179.8,2.4,3,6.0,0,2,14,6.0,0.0,100.0,7
673,4,75.7,2.355,3,3.0,0,0,6,3.0,0.0,100.0,7
674,4,81.3,2.43,3,5.0,0,0,11,5.0,0.0,100.0,7
675,4,53.3,2.4,3,4.0,0,0,19,4.0,0.0,100.0,7
676,4,86.4,2.63,3,5.0,3,19,7,5.0,0.0,50.0,7
677,4,102.0,2.3,3,5.0,0,0,7,5.0,0.0,100.0,7
678,0,191.9,2.4,3,8.0,0,3,6,8.0,0.0,100.0,7
679,0,178.4,4.84,3,7.0,0,15,15,7.0,0.0,100.0,8
680,5,90.7,2.3,3,4.0,0,3,6,4.0,0.0,100.0,7
681,5,119.4,2.4,3,6.0,0,1,14,6.0,1.0,100.0,7
682,5,74.75,2.45,3,4.0,0,16,4,4.0,0.0,100.0,7
683,5,86.25,2.35,3,5.0,3,1,4,5.0,0.0,89.0,7
684,5,57.6,2.4,3,4.0,0,2,9,4.0,1.0,100.0,7
685,4,139.8,2.8,3,6.0,0,16,3,6.0,0.0,100.0,7
686,4,66.44,2.36,3,3.0,3,2,4,3.0,0.0,25.0,30
687,4,63.0,2.59,3,4.0,3,16,7,4.0,0.0,30.0,7
688,0,105.6,2.35,3,5.0,0,0,8,5.0,0.0,100.0,7
689,4,74.1,2.29,3,4.0,0,1,4,4.0,0.0,100.0,7
690,5,84.94,2.54,3,5.0,0,3,7,5.0,1.0,100.0,7
691,2,56.28,2.3,3,2.0,0,20,1,2.0,0.0,100.0,21
692,4,70.8,2.4,3,4.0,0,3,6,4.0,0.0,100.0,7
693,5,78.5,2.42,3,5.0,0,3,7,5.0,0.0,100.0,7
694,3,118.6,2.28,1,8.0,0,0,4,5.0,0.0,100.0,7
695,5,70.44,2.45,3,5.0,0,3,4,5.0,0.0,100.0,7
696,3,71.2,2.22,3,4.0,0,0,7,4.0,0.0,100.0,7
697,3,81.75,2.41,3,4.0,0,5,11,4.0,0.0,100.0,7
698,4,65.6,2.4,3,3.0,3,0,6,3.0,0.0,65.0,21
699,5,79.3,2.33,3,5.0,0,4,8,5.0,0.0,100.0,7
700,4,85.56,2.52,3,7.0,4,16,3,7.0,1.0,0.0,7
701,5,83.75,2.32,3,3.0,0,0,6,3.0,0.0,100.0,7
702,5,67.6,2.4,3,4.0,0,3,8,4.0,0.0,100.0,7
703,1,78.4,2.43,3,5.0,0,3,7,5.0,0.0,100.0,7
704,5,106.0,2.44,3,5.0,0,16,3,5.0,0.0,100.0,7
705,4,77.3,2.55,3,5.0,0,1,4,5.0,1.0,100.0,7
706,0,199.9,2.36,3,7.0,0,25,6,7.0,1.0,100.0,8
707,4,61.7,2.32,3,4.0,0,0,8,4.0,0.0,100.0,7
708,5,78.4,2.57,3,5.0,3,3,8,5.0,0.0,70.0,7
709,5,101.25,2.42,3,5.0,0,16,13,5.0,0.0,100.0,7
710,5,85.4,2.3,3,4.0,0,3,11,4.0,0.0,100.0,7
711,0,547.0,2.8,3,10.0,0,0,15,10.0,1.0,100.0,13
712,5,39.66,2.39,3,3.0,3,0,7,3.0,0.0,25.0,7
713,3,77.6,2.38,3,4.0,0,0,14,4.0,0.0,100.0,8
714,4,82.75,2.72,3,4.0,0,16,3,4.0,0.0,100.0,7
715,5,71.25,2.57,3,4.0,0,3,7,4.0,0.0,100.0,7
716,5,125.8,3.0,3,7.0,0,1,7,7.0,0.0,100.0,7
717,0,79.0,2.31,3,5.0,0,0,8,5.0,0.0,100.0,7
718,0,90.94,2.52,3,5.0,2,16,7,5.0,0.0,85.0,7
719,3,110.3,2.7,3,6.0,0,1,2,6.0,0.0,100.0,7
720,3,89.2,2.78,3,5.0,0,16,6,5.0,0.0,100.0,7
721,0,173.5,2.69,3,8.0,0,3,19,8.0,0.0,100.0,7
722,3,95.0,2.6,3,4.0,0,16,3,4.0,1.0,100.0,7
723,4,91.5,2.81,3,4.0,3,1,8,3.0,0.0,33.0,7
724,3,72.6,2.34,3,3.0,0,2,13,3.0,0.0,100.0,7
725,0,79.25,2.37,3,4.0,0,0,6,4.0,0.0,100.0,7
